title,videoIDS,publishedDate,likes,views,comment
My Investing strategy | How do millionaires invest? | Ankur Warikoo Hindi,0t_VoN_xYGY,2020-12-01T16:00:01Z,27376,586884,2839
Becoming a SUCCESSFUL Entrepreneur | How to start-up your business 2021 | Ankur Warikoo,jfeYsRZkTi8,2020-11-28T16:00:09Z,4243,64248,351
How to convince your parents | 3 आसान tips | Ankur Warikoo Hindi videos,mvC82s4BtGc,2020-11-26T16:00:12Z,2020,26408,122
TAX on Stock Market and Investing  | Stock Market for Beginners | Basics of Stock Market,38xmizlXP24,2020-11-24T16:00:01Z,4146,80162,318
First Job tips for Beginners | Ankur Warikoo | Jobs advice in Hindi,QPnPqNPHUEI,2020-11-21T16:00:05Z,11985,195836,309
How to let go | Dealing with guilt | Ankur Warikoo hindi videos,uNpGIRYUiEI,2020-11-19T16:00:11Z,1955,29694,112
Should you take an education loan? | Education Loans in India 2021 | Ankur Warikoo Hindi Video,X4HcuMtu5zc,2020-11-17T16:00:13Z,18756,330390,807
How to get promoted at work | Asking for a promotion in your job | Ankur Warikoo Hindi,3pOnh2XPbO4,2020-11-15T16:00:00Z,891,28202,53
How to handle pressure | train yourself | Ankur Warikoo,o15RXYf8Oiw,2020-11-12T16:00:09Z,804,15857,19
Jack of all trades master of none | Specialist or generalist? | Ankur Warikoo,UZYeoQbkh-Y,2020-11-10T16:00:04Z,2850,43135,143
Feeling stuck and want to jump start your career? | how to stay motivated | Ankur Warikoo,v9cS4F9BmwM,2020-11-07T07:15:01Z,455,9041,25
Tier 2 college now or tier 1 college later | Good things take time | Ankur Warikoo,Dl2WPwLD3vs,2020-11-06T13:00:02Z,1151,19122,54
DO NOT do THESE common job MISTAKES! | Interview Tips | Ankur Warikoo,yAF7zt0vjzg,2020-11-05T13:00:12Z,1142,18495,31
Networking tips | Ankur Warikoo | approaching people for help,Z-eh0t3OR80,2020-11-04T13:00:08Z,875,12990,19
Get out of your comfort zone | how to grow | Ankur Warikoo,I0eW_Xp8_9s,2020-11-03T13:00:03Z,1206,21951,17
Internships/Jobs reaction video | Ankur Warikoo | Is it the same everywhere?,7hvaUSz0OO0,2020-11-02T13:00:05Z,410,5002,18
A 16-year old doesn't know what to do in life | Ankur Warikoo | Decision Making Process,0kElhdo0DwI,2020-11-01T07:30:00Z,1627,19999,84
Choose college or course? | Ankur Warikoo | Delhi University college vs branch,IPgGlJ6zmtQ,2020-10-31T07:15:00Z,1761,27315,102
Public Speaking Skills | Boost your Confidence | Ankur Warikoo,savwVzZh5go,2020-10-29T13:00:25Z,9405,145054,336
Unhappy with your Job? Should you quit? | Ankur Warikoo Jobs | Jobs Advice in Hindi,f5YZC8XNChk,2020-10-28T13:00:10Z,1198,19191,59
Should I take a gap year? | Ankur Warikoo | Advice for every 20 year old,tQ7jI_94iuw,2020-10-27T13:00:19Z,1959,26783,115
Finding Happiness in Life | Ankur Warikoo Hindi Video | Life Advice,FYYMzYdXkN8,2020-10-26T13:01:32Z,1145,16205,65
Always ask WHY first | Ankur Warikoo motivation | Life Lessons | Career advice,bVcu3PxA_cU,2020-10-25T07:15:02Z,281,4158,13
3 money management tips | Best Personal Finance Strategies | Ankur Warikoo Hindi Video,TITs-R1BM-M,2020-10-24T07:30:01Z,2813,66660,101
How to stay motivated all the time | Ankur Warikoo | Stay inspired 24X7 | Motivational Video,hB0rspHURhQ,2020-10-22T13:15:04Z,1180,19796,39
How to choose a career | Ankur Warikoo | How to decide a job | Career Advice,aIDpPkhLvKI,2020-10-21T13:00:01Z,775,12111,37
How to negotiate salary | Ankur Warikoo | 4 steps to successful negotiation,_r6f2enui-o,2020-10-20T13:30:01Z,5766,319702,99
How to ask good questions | Ankur Warikoo | Asking the right questions | life Skills,0TijvNkhBOE,2020-10-20T13:30:00Z,526,10126,24
The most IMPORTANT advice to success | Ankur Warikoo motivation | Success motivation,at3pNucCdE8,2020-10-19T13:45:01Z,369,4295,21
How to deal with haters on Social Media | Ankur Warikoo | Don't feed the Trolls!,rFf7wPojvzQ,2020-10-18T08:15:52Z,137,2019,9
Common financial mistakes YOU HAVE TO AVOID | Ankur Warikoo | Money mistakes in 2021,mt9ruc-iS2I,2020-10-17T07:30:01Z,4553,105751,238
Should you wait for the right business idea? | Ankur Warikoo | Entrepreneurship tips | Startup tips,95OW7_36nqo,2020-10-16T07:30:01Z,548,8851,21
How to choose a career? | Ankur Warikoo | Ultimate Career Advice,CPAhCOMhJds,2020-10-15T13:15:00Z,3013,49479,120
How to build a strong Company Culture | Ankur Warikoo | Fostering a culture of innovation,ymTv1QeUNqI,2020-10-14T13:07:13Z,150,2907,4
Reading habits of successful people | Ankur Warikoo Books | Motivational Video,oiDx105TxLU,2020-10-13T13:15:01Z,2860,49592,66
20 books you NEED to read | Book recommendations for personal growth | Ankur Warikoo Hindi,rKs77XqugjU,2020-10-11T12:30:04Z,7120,141954,202
How to manage your money like THE RICH | Ankur Warikoo,Ge075ffkfT4,2020-10-10T12:30:02Z,4399,102669,211
What if you were immortal? | Ankur Warikoo | Interview Questions and Answers | How to plan your life,GA1VtMD5Fcs,2020-10-09T12:30:01Z,130,1908,19
POSITIVITY: The Power of Positive Thinking | Ankur Warikoo | How to be Happy | Optimism,Qb4XCtgp8QI,2020-10-08T13:00:06Z,286,4421,23
Do this EVERY MORNING! | Habits of successful people | Ankur Warikoo,Gvm_XRbXiJ4,2020-10-07T13:00:04Z,16771,357460,476
Choosing the right Job! | How to make the right decision | Ankur Warikoo Career Advice,Wk-EkcMJ5bo,2020-10-06T13:00:13Z,572,9810,25
Is comfort zone ruining your life? | Find your motivation | Ankur Warikoo Hindi Video,zUZ-gglWOw4,2020-10-05T13:00:28Z,34227,588783,721
College entrepreneurship: My thoughts | Ankur Warikoo | Entrepreneurship Myths,qv2R-97LdJE,2020-10-04T12:30:12Z,242,4128,15
How to ask for feedback | Ankur Warikoo | wari-Q Episode 27,0z6XHmmieq0,2020-10-03T12:30:00Z,193,2741,18
FEAR OF FAILURE | Ankur Warikoo | Overcome the worst time of your life!​,uvvuO2E36kU,2020-10-02T13:00:13Z,209,4622,4
"When you seek an advice, YOU KNOW the answer | Ankur Warikoo | An MBA now or later?",MuiEy5n7HkE,2020-10-01T13:30:03Z,321,5243,10
Is there a lion in you? | Ankur Warikoo Hindi | Motivational Speech,po6zkMXm9MQ,2020-09-30T13:30:02Z,322,3817,27
People judged him- He shocked them with his talent | Ankur Warikoo | Never Give Up,FzTNKcJMCuA,2020-09-29T14:10:13Z,305,3500,23
What to do when you're HURT? | Ankur Warikoo Hindi Video | How to be Happy?,nrCDah5ie3g,2020-09-28T12:30:08Z,994,14213,46
"How to be impactful in life | Ankur Warikoo | Life Lessons | Confidence, Opportunity, Capacity",za5NkfvM94E,2020-09-27T13:00:19Z,98,2357,11
Building good and healthy habits | 3 IMPORTANT tips | Success Habits of millionaires!,lPVTnHHSUpM,2020-09-26T12:30:07Z,2031,37808,67
Cold emails: How to write an email | Ankur Warikoo | 3 steps to writing the perfect cold email,_wQGd6Crkaw,2020-09-25T12:30:03Z,2419,44303,31
Marketing strategy in COVID times | Ankur Warikoo | Managing through Crisis | Coronavirus,z_PUNCzVFd4,2020-09-24T12:30:07Z,114,2175,8
Best Advice for every 20 year old | Ankur Warikoo | Discover your passion,ySVVuwo9wuY,2020-09-23T12:58:14Z,8922,131797,292
I LOVE meeting new people! | Ankur Warikoo ft. @Shyam R. | This will make your day,QM2OMIZl7RQ,2020-09-22T12:30:05Z,176,2588,16
Why I chose to come back from the US | Ankur Warikoo ft. @BeerBiceps  @Ranveer Allahbadia,M4sOzHPF3ZU,2020-09-21T12:30:02Z,234,5069,4
Networking tips | How to connect with the right people FOR YOU! | Ankur Warikoo,kDM3EzZEhmg,2020-09-20T12:30:04Z,363,8387,21
My Resume of Failures | Ankur Warikoo | CV of Failures | Motivational Video | wari-Q Episode 25,fnBRpKKpEeI,2020-09-19T12:30:06Z,403,5649,40
LIVE WITHOUT REGRETS | Ankur Warikoo | Personal Growth and Self Improvement | What if?,dQNUoxycGBQ,2020-09-18T12:30:03Z,434,4803,16
Logic vs Emotion | The Secret to Personal Growth | Ankur Warikoo,2HBcI32BAz8,2020-09-17T12:30:00Z,304,5861,16
Ways to discover your passion | Ankur Warikoo | What do you want in life?,tndcxA7sT2E,2020-09-16T12:30:05Z,6748,87562,229
Own your life | Ankur Warikoo motivation | Live life on your own terms,gigi9RKe_Wc,2020-09-15T12:30:03Z,810,13599,68
Food IS NOT your only diet | Ankur Warikoo | Feed Your Brain!,txH2hVl8pDs,2020-09-14T12:30:08Z,798,9718,26
LinkedIn Connections and Social Selling | Friday Night live with Ankur Warikoo | Networking tips,lsTbag2kIO4,2020-09-13T12:30:04Z,182,4716,8
Important mistakes to AVOID in your 30s | Personal Growth | Ankur Warikoo motivation,fkVUmPtlhSI,2020-09-12T12:30:06Z,1863,43012,124
Do good in silence | Doing the right thing even when NO ONE is watching | Ankur Warikoo,j9pqiNdE430,2020-09-11T12:30:05Z,132,1694,7
What to do after 12th? | Ankur Warikoo | Choosing the best career option | Career Advice,xEGTpBeblAM,2020-09-10T12:30:09Z,391,5059,16
Live in the present not the past | Mirrors not photographs | Ankur Warikoo motivation,kmNzgMksTi4,2020-09-09T12:30:04Z,194,2020,10
How to charge people for your work?  | Freelancing tips | Ankur Warikoo,DLwz0awbGwg,2020-09-08T12:30:03Z,341,4017,19
Productivity hacks to make you MORE EFFICIENT | Ankur Warikoo time management tips,7RgvQlO0Ohg,2020-09-07T12:30:00Z,917,21692,21
Gaining momentum for success? | Ankur Warikoo | Dealing with inferiority complex | Life lessons,VpycGfuQQQg,2020-09-06T12:30:02Z,120,2169,18
20 mistakes to avoid in your 20s | Every 20 year old NEEDS to hear this! | Ankur Warikoo,jUCRrobU1g0,2020-09-05T12:30:06Z,7747,120217,351
Conflict Resolution: Managing disagreement with boss | Ankur Warikoo | Conflict management,jkpYqut2a50,2020-09-03T18:30:04Z,117,2114,8
Focusing on one thing at a time | Ankur Warikoo | Multitasking | Productivity | Goal setting,lCaj5naCYpU,2020-09-03T12:30:11Z,426,5185,31
Perfecting work life balance | Ankur Warikoo | Managing work and physical health | Mental Health,x5Ssyi7SEqo,2020-09-02T12:30:05Z,410,7144,16
My opinion on Period Leave in India | Ankur Warikoo | Fighting taboos,sOt17lRzbxE,2020-09-01T12:30:03Z,152,2324,16
How you can choose your career path | Ankur Warikoo Career Advice | Valuable Tips,x1FEXzllR_w,2020-08-31T12:30:06Z,939,13445,57
YOUR destiny is in YOUR hands! | Friday Night live with Ankur Warikoo Ep #4 | Life lessons,lIGoxe1WTI0,2020-08-30T13:30:12Z,157,3068,9
The best way to sharpen your brain | 3 important things to keep in mind | Ankur Warikoo motivation,fkc-QmIL2WY,2020-08-29T13:30:02Z,5388,80926,161
Why I do what I do | Ankur Warikoo | My gratitude affirmations,yd7uua3TzH4,2020-08-28T13:30:05Z,88,1446,5
Are you proactive or reactive? | Ankur Warikoo Hindi | Growth Mindset,dYJRKMVtzwI,2020-08-27T13:30:05Z,225,3135,12
How to fire someone the right way | Ankur Warikoo | Professionalism and ethics in the workplace,U-PDk_f-o5E,2020-08-26T13:30:03Z,77,1561,8
How to forgive someone who hurt you | Ankur Warikoo motivation | Been hurt?,kQhDNTc7iN8,2020-08-25T13:30:03Z,460,6757,17
Parenthood: Handling anxiety and uncertainty as a mother | Ankur Warikoo | Parenting tips | Hindi,-3Q-k4WQTDI,2020-08-24T13:30:00Z,43,1361,6
What is this trying to tell me? | Life lessons / Friday Night Live with Ankur Warikoo Ep. #3,Oa8nFeZAuJk,2020-08-23T13:30:02Z,89,2322,13
Time Management Tips for Students and Working Professionals! | Ankur Warikoo,imOdxyhzIyA,2020-08-22T13:45:01Z,3635,80437,141
Life is a game: Here is the cheat code! | Ankur Warikoo Hindi | Taking risks in life | Motivational,u5iU5_3VPG0,2020-08-21T13:45:02Z,189,2869,16
How much is your time worth? | Ankur Warikoo ft. @Tanmay Bhat | The value of your time,UXo01OVhW7E,2020-08-20T13:45:01Z,341,6269,20
Things I'd tell to my 20-something self | Find out what you want to do in life | Ankur Warikoo,MA_e6aL3e3k,2020-08-19T14:12:26Z,5597,71985,191
Book recommendations for 2021 | Ankur Warikoo x @BeerBiceps | Top reads for you!,tu1gPKBPm5k,2020-08-19T07:00:09Z,4198,94114,67
What adults can learn from kids | Ankur Warikoo | A poem about growing up | Motivational Video,5C368YxA61g,2020-08-18T07:00:01Z,155,1776,16
My advice to college kids | Ankur Warikoo ft. @Tanmay Bhat,jfAyMcraHXI,2020-08-17T07:00:39Z,825,13460,24
The time I discovered I was a Genie! | Friday Night Live with Warikoo | Episode-2 | Ankur Warikoo,z8H-b2nfzKw,2020-08-16T07:03:35Z,148,2627,15
Getting your dream job | Cold email techniques for 2021 | Ankur Warikoo,2CV6nzeyg7s,2020-08-15T07:00:00Z,6219,103837,212
My relationship with Money | Ankur Warikoo ft. @Tanmay Bhat,FK21biljMhQ,2020-08-14T07:00:05Z,463,10682,20
The biggest tragedy in life | Ankur Warikoo | Hindi | Motivational Video,257ov-XHBew,2020-08-13T07:00:00Z,167,2320,15
The reality of entrepreneurship ft. @Tanmay Bhat | Business Future of our country | Warikoo Videos,I8SxDxUkvyg,2020-08-12T07:00:06Z,315,6308,13
Why do we seek validation? | Ankur Warikoo | Hindi | The science behind showing off,9pOxtHhIUTI,2020-08-11T07:00:00Z,357,4728,24
DON'T GET COMFORTABLE | Ankur Warikoo w/ @Tanmay Bhat,EbnGHsVy9-M,2020-08-10T07:00:02Z,488,7333,19
Friday Night Live with Warikoo | Episode-1 | Ankur Warikoo | Awareness is Everything,Vx_1EIbUu60,2020-08-09T14:30:03Z,206,3781,33
Get people's attention in 5 EASY steps | Effective communication tips | Ankur Warikoo,GconXjW2X_A,2020-08-08T12:00:08Z,2132,38485,81
Time Management Tips in Hindi | Ankur Warikoo on How to Manage Time | Get More Done!,9aSMiQUAe8c,2020-08-05T12:00:03Z,7206,132447,274
How to convince your parents? | Ankur Warikoo | wari-Q Episode 18 | Convincing your family,evmDvjzFv54,2020-08-01T12:00:12Z,355,5167,48
Ankur Warikoo's Failure Resume | My CV of failures | Ankur Warikoo हिंदी वीडियो,fZri1J5aC0w,2020-07-29T12:00:20Z,3283,50702,280
Learn a skill in 3 steps in 2021 | Ankur Warikoo | Top skills to learn in 2021,QQGLof2Nttc,2020-07-25T05:00:11Z,1305,21934,95
Are you a RECENT graduate? | Ankur Warikoo Hindi Video | Coronavirus pandemic for Students,yVsk0KeBnUE,2020-07-22T04:30:07Z,247,4094,48
Navigating the first days of YOUR NEW JOB | Ankur Warikoo Career Advice | Make a GREAT impression!,_q3Xp-LaFWs,2020-07-18T05:00:09Z,723,9641,66
Have you LOST the QUALITIES you once HAD? | Ankur Warikoo Hindi Video,jzerm0Ju4Qc,2020-07-15T04:30:04Z,2251,31023,139
How to Boost your Self Confidence? | Ankur Warikoo motivation | Do you feel inferior to others?,Alk8xSxnWWQ,2020-07-11T05:00:00Z,3863,60940,271
How to change people? | लोगों को कैसे बदलें? | Ankur Warikoo | Setting the right examples,gmlrkekHD_o,2020-07-08T04:30:05Z,255,3162,44
What makes you Angry? | CONTROL your ANGER | Ankur Warikoo tips,GLf1h3VA2nc,2020-07-04T05:00:02Z,326,5101,43
How your job is ruining your relationships | Ankur Warikoo Hindi | Is your job ruining your life?,xQFeVtN1Tv4,2020-07-01T04:30:06Z,320,5406,49
How to write cold emails | Steps to writing a perfect cold email | Ankur Warikoo,2VG1Px105Vc,2020-06-27T05:00:00Z,8794,171703,242
Ikigai in Hindi explained | Discover your passion! | Ankur Warikoo,HN9A_8Sm5Xs,2020-06-24T04:30:01Z,5751,90958,293
Dealing with Office Politics | Important tips | Ankur Warikoo | Career Advice 101,GymvWtiSy5E,2020-06-20T05:00:01Z,2817,77863,190
"Focus on your strengths, not your weaknesses! | Hindi | Ankur Warikoo | Motivational Video",2tlv4EiQwuQ,2020-06-17T04:30:01Z,495,7544,53
How I deal with negative thoughts | Ankur Warikoo | Stop negative thoughts,CXhmv35nHgA,2020-06-13T05:00:04Z,715,12480,79
Taking Risks in Life | Ankur Warikoo | Kya Zindagi mein risks leni chahiye? | Motivational Video,Tdin9ziD1io,2020-06-10T04:30:03Z,839,12635,57
How to stay motivated | Break Bad Habits | Ankur Warikoo Motivation,qZhdowU_TIw,2020-06-06T05:00:15Z,1314,19744,71
Happiness का Japanese formula | Ikigai explained | Ankur Warikoo  हिन्दी वीडियो | Do what you love,Y9xU-q6yjPU,2020-06-03T04:30:04Z,16788,323980,548
Your network is your NET WORTH | Networking tips | Ankur Warikoo,NZw4hNJGgSQ,2020-05-30T05:00:12Z,7867,148064,495
How much do you know about the person you admire? | Ankur Warikoo | Overcome Jealousy,WBaY9G2kawY,2020-05-27T12:00:18Z,1659,23647,80
Starting a business in 2021 | Should you launch a Startup? | Ankur Warikoo,2wAQHlS_2io,2020-05-23T05:00:00Z,2357,56711,160
How to deal with problems in life | Ankur Warikoo Hindi | Motivational Speech | Solving Life Problem,bJMlJnc4IDA,2020-05-20T12:00:31Z,1428,23845,87
WHY is this happening to ME? | wari-Q: Episode 07 | Ankur Warikoo,PJmauUYfQDE,2020-05-16T05:00:03Z,243,3998,34
You are more CAPABLE than YOU THINK you are | Ankur Warikoo | Your only limit is YOU,J96CGqU3a5E,2020-05-13T12:00:09Z,7254,116482,287
Unhappy with your Job? Should you quit? - PART 2 | Ankur Warikoo Jobs | Jobs Advice in Hindi,AOjeXghR9go,2020-05-09T05:00:03Z,1697,55535,192
Whose advice should I listen to? | किसकी सलाह सुनू ? | Ankur Warikoo | Life Lessons | Hindi,k3nssJmooOQ,2020-05-06T13:30:06Z,202,2859,34
warikoo Weekly rewind #3- A compilation of all my weekly videos! | Ankur Warikoo | Hindi,ZhAVgEBOzV8,2020-05-03T08:00:12Z,51,957,10
Hate your Job but cannot quit? | Need that extra money? | Warikoo Motivation,HpvCXV4mcMM,2020-05-02T05:00:05Z,2801,68209,285
Do you have an UNHEALTHY relationship with MONEY? | Ankur Warikoo | Don't let Money break you up!,evnw2TqbECw,2020-04-29T12:00:21Z,1159,15436,130
warikoo Weekly Rewind #2 | Ankur Warikoo | Life Lessons | Motivational Videos in Hindi,fesWpR6VO90,2020-04-26T07:45:01Z,81,945,13
Making a difficult choice | Ankur Warikoo | Are choices reversible?,-g7jupVSV8U,2020-04-25T05:00:00Z,583,10452,48
The Importance of LISTENING | Ankur Warikoo motivation | Being a good listener,zWIzVlXKdRw,2020-04-22T12:00:36Z,2141,31926,79
warikoo Weekly Rewind #1 | Ankur Warikoo | Hindi | Life Lessons,JJuSS9KNBmc,2020-04-19T16:01:34Z,97,1125,9
Asking someone to be your mentor | Ankur Warikoo | Career advice | Personal growth,67Vu7yRMVV4,2020-04-18T04:30:00Z,1084,21516,79
Psychology of Happiness | Ankur Warikoo Hindi Video | How to be happy?,01JTm2CBSn8,2020-04-15T12:00:01Z,622,9900,26
Productivity hacks - Work From Home edition | Ankur Warikoo on WFH | Career Advice,85pLLpmeliE,2020-04-11T04:45:00Z,358,9989,15
The ULTIMATE advice to your YOUNGER SELF! | Ankur Warikoo Hindi Video,XCK7iV6Ykdk,2020-04-08T15:15:02Z,1270,20568,78
Find a mentor | Career Advice for Personal Growth | Ankur Warikoo Motivation,lpfxdFyJyzI,2020-04-04T05:30:06Z,1678,35529,62
RBI ka aadesh: Kya nahi deni hogi 3 mahine ki EMI? | Ankur Warikoo | Lockdown Updates | Hindi,FY0v_ubKi5w,2020-04-02T11:38:36Z,57,1697,9
Why you have a hard time trusting people | Ankur Warikoo | Hindi | Trust Issues,tspAs9rQ8ek,2020-04-01T13:15:16Z,449,6517,28
What leads change in your life? | Thoughts by Ankur Warikoo | Motivational Videos in English,jfRyO3U3ZeU,2020-03-27T12:00:13Z,165,3676,5
आपके जीवन में कौन परिवर्तन लाता है? | Aap kiski wajah se badalte hain? | Hindi Motivational Videos,NskXH7PnZro,2020-03-27T12:00:12Z,95,1494,3
3 ways covid 19 impacted my learning | What it gave and took from us | Ankur Warikoo motivation,XaDT6TR-OcE,2020-03-26T06:12:54Z,379,13294,30
Who sets your Boundaries? What are your limits? | Thoughts by Ankur Warikoo | Motivational Video,byU7P54-Q1k,2020-03-25T08:33:29Z,244,3449,9
PM Modi Speech: Kya hoga #CoronavirusLockdown mein?| समपूर्ण लॉकडाउन क्या है? 21 दिन में क्या होगा?,jWziWpfPrFA,2020-03-24T15:40:17Z,78,1502,14
जनता कर्फ्यू का क्या असर हुआ | #SocialDistancing kya hai? | Corona virus Updates India 2020,gIckyZktUkk,2020-03-24T05:15:01Z,105,1684,18
Second wave of Coronavirus in India | What is Janta curfew? | Covid-19 Lockdown,fA-4_d5lERo,2020-03-21T06:26:47Z,841,20638,146
How do you make choices in life? | #warikooWednesdays S03E24 | Ankur Warikoo | Decision Making,mf79nZ8qcig,2020-02-19T05:30:00Z,151,2509,8
Is sacrificing yourself always the best thing to do? | #warikooWednesdays S03E23 | Ankur Warikoo,1bBDs0SaXVw,2020-02-13T07:33:54Z,111,1954,2
Business Marketing Ideas in 2021 | How to create Marketing Plans? | Ankur Warikoo with @Tanmay Bhat,4A2uiVBOYsk,2020-02-06T13:39:36Z,2440,59131,109
Who is your biggest fan? | #warikooWednesdays S03E22 | Ankur Warikoo | Motivational Speech English,gbCBRD81gCc,2020-02-05T14:04:41Z,86,1391,7
What is your definition of Success? |#warikooWednesdays S03E21 | Success and Failure | Ankur Warikoo,1kLRIvzMPlE,2020-01-22T11:57:56Z,68,2057,12
What are you chasing in life? | आप किस के पीछे भाग रहे हैं? | Hindi Motivational Video,3giC6EV7Oq4,2020-01-19T08:18:43Z,3579,52014,31
What makes life worth living? | #warikooWednesdays S03E20 | Ankur Warikoo | The joy of living,i3C7K2QZgW0,2020-01-15T14:56:07Z,50,963,8
The root cause of suffering | #warikooWednesdays S03E19 | Ankur Warikoo | Sadness and sorrow,PFEnt-Oc0fM,2020-01-08T14:41:42Z,59,1053,8
Have you ever bought a lottery ticket? | Ankur Warikoo Hindi,8icZUA3-TWk,2019-12-29T15:52:41Z,28953,389731,239
The secret to being successful in life | Ankur Warikoo | Best Motivational Videos of 2020,9WMewstHHEY,2019-12-28T13:30:50Z,2529,51946,15
"How do you react in life, when you lose? | Ankur Warikoo | Best Motivational Speakers 2020",I_LqRg80ZdI,2019-12-23T12:46:38Z,3794,63631,23
Be like water! | #warikooWednesdays S03E18 | Ankur Warikoo | When plans fail,fcVIBLlZCOI,2019-12-18T13:42:13Z,75,1279,8
"Am I a better person today, than I was yesterday? | Ankur Warikoo | Motivational Videos in English",6L-ibmE9F9w,2019-12-14T13:06:32Z,1315,22684,11
This quote by Rumi will change your life | Ankur Warikoo | Inspirational video in english 2020,1zN6W4-unbo,2019-12-13T04:40:39Z,19652,265253,156
The Value of Your Words | #warikooWednesdays S03E17 | Ankur Warikoo | Motivational speech in English,4hfB0tibgSA,2019-12-11T18:30:00Z,52,962,2
What should I do in life? | Ankur Warikoo | Best Motivational Speakers of India 2020,NNk96ZqmH9E,2019-12-06T15:50:19Z,2452,33471,7
Do you deserve to be where you are?|#warikooWednesdays S03E16| Ankur Warikoo | Hard work and Success,xSrL-nwPBgg,2019-12-04T12:01:37Z,65,905,5
It is very easy to come up with new ideas! | Ankur Warikoo | Entrepreneurs of India,ycq7pq0brbA,2019-12-03T13:43:38Z,1082,19684,6
No work is poor | Ankur Warikoo | Motivational Video 2020 #shorts,ZQXNPvlFmGc,2019-11-30T13:34:44Z,3899,80646,46
Diversity in the workplace- and why it is necessary | #warikooWednesdays S03E15 | Ankur Warikoo,U2ayZLu7S3Y,2019-11-27T13:11:24Z,32,692,5
Has someone hurt you? | Ankur Warikoo | English Motivational Video 2020 | Life lessons,mIeodQzVvE0,2019-11-25T13:45:51Z,610,10160,8
Who do we fall in love with? | Ankur Warikoo | Top Motivational Speakers of India 2020,IM728oUYoL0,2019-11-24T11:55:38Z,1192,13416,19
When will you be happy? | Ankur Warikoo | Inspirational Videos in English 2020,yQe1Vgi2iD0,2019-11-23T12:22:08Z,412,5092,8
Is it Even Possible to be happy? | #warikooWednesdays S03E14 | Ankur Warikoo | Pain and Happiness,PhA5xkwqjzs,2019-11-20T13:28:59Z,64,929,15
How to create an impact? | Ankur Warikoo video | Growth Mindset,k62xP-XNWbQ,2019-11-16T11:45:00Z,203,3629,4
How hard can you work after getting that one chance? | Ankur Warikoo | Motivational Video in English,hxBjyxzaopY,2019-11-14T09:25:55Z,1314,9586,11
A Wise Man once said Nothing | #warikooWednesdays S03E13 | Ankur Warikoo | Motivational Video,mPHdhWk0ZYI,2019-11-13T12:37:48Z,107,3047,9
What is the biggest mistake you can make at Work? | Ankur Warikoo | Best Motivational Videos 2020,PrAwwjOfCX4,2019-11-09T14:21:30Z,7773,123195,57
Log Kya kahenge? | Ankur warikoo 2020 video | Life lessons,50JiNQBknWk,2019-11-07T08:23:34Z,346,4485,1
How I take decisions | #warikooWednesdays S03E12 | Ankur Warikoo | Decision making | English,-8hK4Y5h_HQ,2019-11-06T12:55:39Z,82,1894,5
Is this worth it? | #warikooWednesdays S03E11 | Ankur Warikoo | Motivational Speech in English,mK7cvNNuI4Q,2019-10-30T15:25:01Z,46,875,4
What is respect? | Ankur Warikoo Video | Motivational speech English,PBGFOMKpQNc,2019-10-26T07:29:51Z,383,5852,3
Prediction and Patterns | #warikooWednesdays S03E10 | Ankur Warikoo | Preparing for Change,FAHZLdO-8H4,2019-10-23T13:37:55Z,38,1073,2
One question to always ask yourself | Ankur Warikoo | Dealing with shock,Q84EjOzLxDQ,2019-10-22T13:34:34Z,155,2975,2
Why are you always asking for permission? | Ankur Warikoo | Inspirational Videos of India,SIWQlRrzAAQ,2019-10-21T09:12:00Z,342,4138,6
Why you should make more mistakes | warikoo #shorts,ByriBDLZf-Y,2019-10-19T13:01:46Z,585,21951,3
"Exit from one life means, entry in to another life! | Ankur Warikoo | Motivational Videos of 2020",hCy7nDg1olE,2019-10-18T08:14:34Z,144,2667,1
What is the purpose of a child? | #warikooWednesday S03E09 | Ankur Warikoo | Living in the moment,Ue3Uuwczt2k,2019-10-16T13:22:32Z,51,991,3
Who values you the most? | #warikooWednesdays S03E08 | Ankur Warikoo | Self Growth and Motivation,jeOjCUSiJDE,2019-10-09T13:54:14Z,80,927,4
Ab pata chala kaisa lagta hai? | अब पता चला कैसा लगता है? |  AnkurWarikoo | Hindi Motivational Video,C58oYMEQR-Q,2019-10-03T08:30:01Z,1092,25386,14
Will I regret not taking this decision later in life? | #warikooWednesdays S03E07 | Ankur Warikoo,yY9YU2UxZ8s,2019-10-02T12:30:05Z,111,1956,10
"Embrace the change, Don't try to run away from it.",vOTteGVhx00,2019-10-02T08:30:03Z,349,4791,6
Regret is the end of your life.,7Y_cvhv3kjY,2019-10-01T08:30:01Z,655,9302,15
The answer is always 'NO' if you don't ask the question!,6McnjMdWigU,2019-09-30T08:30:00Z,142,2326,2
Do you want to get inspired?,duLtG3FsVTk,2019-09-29T08:40:20Z,141,2086,11
Did you grow up too fast? | #warikooWednesdays S03E06 | Ankur Warikoo | Living life passionately,z46IEFnfWWQ,2019-09-25T13:18:30Z,63,1033,9
More information does not mean better accuracy | #warikooWednesdays S03E05 | Ankur Warikoo | English,POwZR0hvWIo,2019-09-18T13:01:35Z,38,896,3
"Stop Regretting, Start Executing!",UsLTAMkPfoM,2019-09-15T13:19:47Z,202,3074,1
How to find a good mentor in life?,5kc5427LLwY,2019-09-02T06:30:00Z,541,7729,15
You would never learn from someone who always agrees with you :),vRevn7B9hN4,2019-09-01T14:02:37Z,147,2393,2
