title,videoIDS,publishedDate,likes,views,comment
The 3 BIGGEST Lies we hear | Ankur Warikoo #Shorts,GWezJShidFg,2022-01-04T06:30:03Z,25801,297704,267
3 HACKS to Grow YOUR Knowledge | Ankur Warikoo #Shorts,g8gWq41iC_k,2022-01-03T06:30:15Z,37532,420857,184
An IMPORTANT Life Lesson I learnt from my Father | Ankur Warikoo #Shorts,IsME8oZMKm8,2022-01-02T06:30:04Z,28116,372277,188
How to Invest in your 20s - UPDATED! | Investing in 2022 | Ankur Warikoo Hindi,Zj3ZArkn1sI,2022-01-01T16:00:25Z,40479,703110,2831
MY DAUGHTER AND COLOURS! | Ankur Warikoo #Shorts,QUxjCFkpqls,2022-01-01T06:30:08Z,157717,2962117,705
Biggest Mistakes Parents Make | Ankur Warikoo #Shorts,KHHiqTesRHI,2021-12-31T06:45:46Z,13805,188239,171
Mistakes I made in my Relationships | Ankur Warikoo Hindi,hPk2F0cDmUI,2021-12-30T16:00:30Z,16151,245241,1187
3 AWESOME Hacks to get people to like you! | Ankur Warikoo #Shorts,ntooBTVX9oE,2021-12-30T06:30:15Z,38348,496497,279
3 IMPORTANT Skills for your 20s | Ankur Warikoo #Shorts,6nZjZyaR7rI,2021-12-29T06:30:02Z,31384,283825,161
5 IMPORTANT Life Decisions you SHOULD take on an Excel Sheet | Ankur Warikoo Hindi,EE8iTK9_xa8,2021-12-28T16:00:10Z,19394,384241,1402
3 things you NEED to hear in your 20s | Ankur Warikoo #Shorts,4e9R6-Aiv_E,2021-12-28T06:30:00Z,28769,249263,126
My top 3 Under-rated Productivity Hacks! | Ankur Warikoo #Shorts,fXc84lgTfCQ,2021-12-27T07:13:26Z,39679,446620,206
BIGGEST Mistake of my Career | Ankur Warikoo #Shorts,dItsG9bPfPU,2021-12-26T06:30:05Z,17012,209025,71
How much Money did I make in 2021?,AKsGnju472s,2021-12-25T16:00:04Z,38421,535590,3391
3 Books You CAN'T Miss | Ankur Warikoo #Shorts,GwZ-sJ7343E,2021-12-25T06:30:01Z,65826,645719,548
3 Money Mistakes I Made in my 20s | Ankur Warikoo #Shorts,UN50JRmBihQ,2021-12-24T06:30:03Z,21920,336532,200
7 TOP Careers for Success in your 20s | Job Tips 2022 | Ankur Warikoo Hindi,PgdL-N3rx24,2021-12-23T16:00:19Z,36333,747096,1559
My Son's Future Plans | Ankur Warikoo #Shorts,buPfCfm7nIY,2021-12-23T06:30:04Z,22062,293623,232
My FIRST Day at the Gym | Ankur Warikoo #Shorts,5_bQ7xQn6qI,2021-12-22T06:30:00Z,23922,257276,162
17 Books to Read in 2022 | My Top Reads of 2021 | Ankur Warikoo Hindi,pJYFetCibXI,2021-12-21T16:00:32Z,16548,313102,16699
Waited for 3 months AND... | Ankur Warikoo #Shorts,ksAwpGVjQOo,2021-12-21T06:30:12Z,43333,552312,228
Want to get your DREAM JOB? | Ankur Warikoo #Shorts,JC2E9JIUcaU,2021-12-20T06:30:02Z,28455,406450,121
5 books EVERYONE SHOULD Read | Ankur Warikoo #Shorts,rPvhp2ewlPw,2021-12-19T06:30:15Z,42151,502933,194
15 Gift Ideas for your Parents | Winter/Christmas Gifts 2021 | Ankur Warikoo Hindi,YiSCTs3KiDs,2021-12-18T16:00:14Z,5714,117993,3712
I stole Rs. 400 | Ankur Warikoo #Shorts,B27Fmxy9VJA,2021-12-18T06:30:02Z,50146,745173,493
3 Apps I use for Investing | Ankur Warikoo #Shorts,NqWJXk700FA,2021-12-17T06:30:04Z,6414,108750,124
16 Best Investments I made in 2021 | My Investing Strategy | Ankur Warikoo Hindi,i7QcRcXap0E,2021-12-16T16:00:31Z,11739,238973,1030
The Only Loan you should ever take! | Ankur Warikoo #Shorts,uGFxahskGew,2021-12-16T06:30:06Z,13226,333426,440
FOMO is NOT an Investing Strategy | Ankur Warikoo #Shorts,borvMxXZVMM,2021-12-15T06:30:11Z,9371,156640,81
Investing Your Money in 2022 | Investment Tips for Beginners | Ankur Warikoo x @Akshat Shrivastava,3TchUWKmW_M,2021-12-14T16:00:02Z,28283,934193,3815
3 ways to get rich before you turn 30 | Ankur Warikoo #Shorts,tgeNZq-E-BE,2021-12-14T06:30:08Z,37964,622192,404
3 Signs You Have Money | Ankur Warikoo #Shorts,K4qR7Pevvtg,2021-12-13T06:30:02Z,23845,492908,529
You’re not rich if you own luxurious things | Ankur Warikoo #Shorts,jUDdsNjCqq8,2021-12-12T06:30:06Z,14248,207627,156
NFTs explained in 10 minutes | Non Fungible Tokens | Ankur Warikoo Hindi,as7acW3B2jA,2021-12-11T16:00:03Z,61253,1211776,3234
Why I hate Fixed Deposits! | Ankur Warikoo #Shorts,0YWF2GImikA,2021-12-11T06:30:00Z,13434,208891,171
I scored 57 in English! | Ankur Warikoo #shorts,iPo9CzEDOlE,2021-12-10T06:30:45Z,11844,169650,185
Investing - DON'T Make These Mistakes | Ankur Warikoo,OCpNDWZV1Ag,2021-12-09T16:00:10Z,10672,242875,746
7 Apps I use for my Investments! | Ankur Warikoo #Shorts,VhZ-evbKcqg,2021-12-08T16:00:12Z,60181,984451,1109
How I got 100% scholarship to study abroad | Ankur Warikoo Hindi Video,SRsuLBzUryI,2021-12-07T16:00:10Z,12107,205989,676
What are Index Mutual Funds? | Ankur Warikoo,v693MDRV1HI,2021-12-04T16:00:21Z,11836,292182,1201
What are ETFs? | Ankur Warikoo | #GiveawayAlert,9w2pBVcxXnI,2021-12-02T16:00:13Z,5300,122876,679
I reached 1Mn subscribers in just 18 months? | Ankur Warikoo Hindi | YouTuber Journey,W5kGrX2lI-s,2021-11-30T16:00:28Z,4089,70186,859
Is an Online MBA worth it? | Ankur Warikoo,PeqgHcl5LMo,2021-11-27T16:00:17Z,11989,279168,1331
Stock and Crypto crash - How to handle,oYW8df0Rlpw,2021-11-25T17:06:28Z,5250,126841,450
My Failure Resume | Ankur Warikoo,vAz57tCa848,2021-11-23T16:00:24Z,22952,419647,2160
15 Online Courses for a BETTER CAREER! | Jobs in 2021-22 | Ankur Warikoo,h-q6mpjCyFw,2021-11-20T16:00:18Z,12065,221943,526
Top 10 BEST Gifts for Teenagers! | Ankur Warikoo,N1BPn_Ir66U,2021-11-18T16:00:18Z,8232,203135,3311
Traditional Banks vs Neo Banks | Digital Banks EXPLAINED IN HINDI | Ankur Warikoo,TKc1nUDWaSk,2021-11-16T16:00:21Z,5689,146020,892
Where and how much to invest according to your age? | Ankur Warikoo,qndFAkCvh6I,2021-11-13T16:00:17Z,16321,402911,1956
I am gifting stocks - see how! | Ankur Warikoo,-mkX7z4A32k,2021-11-11T16:00:01Z,3051,74077,453
My weekly schedule| Ankur Warikoo,DfWVGMPcUPA,2021-11-09T16:00:09Z,10013,205866,942
30 ki AGE ke pehle RETIRE karna CHAHTE HAIN? Ye DEKHO!,1gWwlIgua2g,2021-11-06T16:00:01Z,68094,1925664,5847
DON’T make these mistakes in your 20s | Ankur Warikoo,K_QEvEAs1xo,2021-11-04T16:00:22Z,32027,461838,2730
My life's BEST Financial Decisions | Ankur Warikoo,soMHbU3Uqjk,2021-11-02T16:00:34Z,14364,352506,1105
True cost of Smallcase Investing EXPOSED | Ankur Warikoo,RwKEqGOpqQs,2021-10-30T16:00:27Z,14052,358199,1339
10 Questions to ask before buying Health Insurance | Ankur Warikoo,lqsOsPcGdAs,2021-10-28T16:00:33Z,6002,154925,600
1 Million Special! | YouTube LIVE with Ankur Warikoo,-TsGycxsBy0,2021-10-26T17:06:19Z,6013,87369,404
CREDIT CARDS se PAISE AISE KAMATE HAIN! | Ankur Warikoo,dbBbaQqIOu0,2021-10-23T16:00:20Z,51232,3227269,4492
When to sell a stock or share | Ankur Warikoo,jGf-qfDvH5k,2021-10-21T16:00:32Z,8203,164889,501
I INVESTED IN A FIXED DEPOSIT!,4dZPzbdScy8,2021-10-19T16:00:05Z,9246,234817,1186
When is it okay to give up?,KvAbYzde7hs,2021-10-16T16:00:10Z,8800,133957,949
What is EPNS? | New and emerging careers in Technology,tCSR6XcvzGc,2021-10-14T16:00:28Z,11557,218032,505
Top 30 Soft Skills for a Better Career in 2021!,0gUgm4zB2F4,2021-10-12T16:00:01Z,16478,281778,1001
Introduction to Microsoft Excel - Excel Basics Tutorial,fcbB0nkDik8,2021-10-09T16:00:19Z,24556,551859,1234
EPF or PPF - Which one should you invest in?,RuZU5RNpxTY,2021-10-07T16:00:12Z,15048,450755,1002
"Why I invest in US Stocks - And you should, too!",JRDIqW6UyK4,2021-10-05T16:00:10Z,11256,291639,2479
I was lost at 24...,bGgGp72D_OI,2021-10-02T16:00:13Z,58644,805780,4922
Ask Me Anything! | YouTube LIVE with Ankur Warikoo,S2c56qTcNio,2021-09-30T17:11:34Z,3765,78266,221
Health Insurance Claims - REFORMED!,vL_V_Ej4J50,2021-09-28T16:00:36Z,6543,139751,927
What is Invoice Discounting?,3pZaYlnHl_0,2021-09-25T16:00:01Z,4913,141762,406
Real-life lessons I learnt from Stock Investing,W1CvDxaizCU,2021-09-23T16:00:14Z,5068,96445,328
The advice that changed my life!,ggVrFEzCfZI,2021-09-21T16:00:21Z,23836,358966,1252
Making money as a college student | Ankur Warikoo HIndi Video | How to make money Online in 2021,I1lqmk6K6eA,2021-09-18T16:00:17Z,39880,750268,913
How does compounding work | Ankur Warikoo Hindi Video | Power of compounding,cosjtcWyWlI,2021-09-16T16:00:31Z,37121,653882,2280
Top Skills to learn before your 30s | Ankur Warikoo Hindi Video | Online Courses- My recommendations,SoyNG31EAUw,2021-09-14T16:00:27Z,41116,639181,1114
Building an Emergency Fund | Ankur Warikoo Hindi Video | Financial Planning for Beginners,g-hir-4WzfU,2021-09-11T16:00:15Z,45134,1119917,3039
Invest in Stocks with NO RESEARCH! | Ankur Warikoo Hindi | Idea Investing | Safely invest in stocks,wXHJS4guEK4,2021-09-09T16:00:29Z,9311,228790,925
DID YOU KNOW OF THESE INSURANCE PRODUCTS? | Ankur Warikoo Hindi Video,DABiow1yw7c,2021-09-07T16:00:06Z,3310,87624,292
REVEALING MY NET WORTH! | Ankur Warikoo Hindi Video | How to calculate your net worth,PszPKozElCc,2021-09-04T16:24:44Z,22567,570647,2810
Future of Crypto in India | Cryptocurrency Investing x Nischal Shetty - Ep 6 | Ankur Warikoo,NyiOx4ZsGns,2021-09-02T16:00:23Z,3897,110850,1301
5 Ways I mastered speaking in English | Speaking English Fluently | Ankur Warikoo Hindi,RtN96mI6wt0,2021-08-31T16:00:11Z,48162,974920,1134
My FAVOURITE purchases under INR 1000! | Ankur Warikoo Hindi | Cheap everyday products,R7dmubi5GXA,2021-08-28T16:00:09Z,10242,245855,6211
US Stock Investing - Things to keep in mind | Ankur Warikoo Hindi Video | Stocks to buy 2021,xvYCUkfp11U,2021-08-26T16:00:32Z,4605,115860,835
"Auto Insurance - WHY, HOW and WHEN? | Ankur Warikoo | Buying or Renewing Vehicle Insurance in India",AuEfteEGvWo,2021-08-24T16:00:05Z,7107,316353,514
LONG TERM INVESTING ke LIYE STOCKS PICK KARIYE! | Investment Strategy for Beginners | Ankur Warikoo,krwSDbuHWd4,2021-08-21T16:00:33Z,73620,1620379,6423
Safely storing Crypto in 2021 | Cryptocurrency Investing x Nischal Shetty- Ep 5 | Ankur Warikoo,AJzjBVbT1V0,2021-08-19T16:00:05Z,1956,54276,360
My Favourite Money Apps? | Ankur Warikoo HIndi Video,XDK1J795kV4,2021-08-17T16:00:13Z,14236,329879,4993
My Stock Investing Strategies | YouTube LIVE with Ankur Warikoo,-4v5IxpfEfk,2021-08-14T17:07:01Z,11446,324777,1072
Health insurance for yourself | Ankur Warikoo Hindi Video- Choosing the best Health Insurance Policy,sYuzikmYLMo,2021-08-12T16:00:36Z,7186,205543,648
12 online courses that can make you RICH! | Passive Income Hindi Tips 2021 | Ankur Warikoo,CTRqoPfVcbU,2021-08-10T16:00:12Z,13282,220483,4974
SIP KYA HAI? SIP vs LUMPSUM EXPLAINED! | Ankur Warikoo Hindi,1DRq8N7SpYc,2021-08-07T16:00:03Z,55620,1862654,3398
10 gifts I bought for my parents | Ankur Warikoo Hindi Video | Gift ideas for parents,8LxQ8H2A_fU,2021-08-05T16:00:10Z,11136,218125,11667
How to invest in crypto | Cryptocurrency Investing x Nischal Shetty- Ep 4 | Ankur Warikoo Hindi,S_ApIO17UA0,2021-08-03T16:00:30Z,3199,96782,371
What are dividends? | Ankur Warikoo Hindi video| Dividend Stocks and Investing | Stock market basics,PbbAGhPjSPI,2021-07-31T16:00:17Z,19155,425502,1617
My favourite mobile apps | Ankur Warikoo | Must-have apps in 2021,RuxvEZSYaTE,2021-07-29T16:00:11Z,9008,200756,12142
NEVER buy the same Health Insurance as your parents - Here's why! | Ankur Warikoo Hindi Video,Z-en4wmKMtc,2021-07-27T16:00:30Z,8811,236162,498
Futures and Options Explained | Ankur Warikoo Hindi Video | Futures trading,d1_3tGM-Na0,2021-07-24T16:00:32Z,18328,416105,1733
"From IIT Engineer to YouTube Creator | Ankur Warikoo ft. Vikrant Kirar, @Crash Up | Content Creation",6LY2nk1ASJc,2021-07-22T16:00:02Z,4922,97931,614
How to buy and sell Cryptocurrency | Cryptocurrency Investing x Nischal Shetty- Ep 3 | Ankur Warikoo,1j8X26aka-I,2021-07-21T16:00:03Z,3408,115047,412
LOANS JALDI REPAY KARIYE! | Pay Off Debt Faster! | Ankur Warikoo Hindi Video,yydb_gBpEA0,2021-07-17T16:00:46Z,91705,2996010,14662
IPO Investing Strategy 2021 | How to invest in IPOs on your broker account? | Ankur Warikoo Hindi,ZKklM6elTxU,2021-07-14T16:00:30Z,10772,294540,653
Understanding Life Insurance | Ankur Warikoo Hindi Video | Choosing the best life insurance policy,IRxTCory62Y,2021-07-13T16:00:09Z,12388,347111,674
Making money in all time high markets! | Bull market Investing tips for Beginners | Ankur Warikoo,a88QCJyYmqI,2021-07-10T16:00:00Z,8641,186025,683
My fitness journey - Ankur Warikoo | How getting 6 pack abs saved my life | Fitness motivation Hindi,Y2ZXRYeNf6E,2021-07-08T16:00:30Z,29888,523203,1507
Why SO MANY Crypto coins? | Cryptocurrency Investing x Nischal Shetty - Ep 2 | Ankur Warikoo,XkL37kTun1M,2021-07-06T16:00:13Z,4009,104548,359
Making Money in your 20s - AMA with Ankur Warikoo | YouTube Live Session,NmvQDAdqjko,2021-07-04T15:45:44Z,7941,149687,356
Financial Goal Setting - How to plan your journey | Ankur Warikoo Hindi Video | WITH CALCULATOR,SzgwRuKvC0c,2021-07-01T16:00:23Z,36465,985939,1797
How an MBA changed my life | Ankur Warikoo Hindi Video | Should you get an MBA?,9gux3gVEuhw,2021-06-29T16:00:04Z,6170,105680,707
Best Books on Money | Ankur Warikoo Hindi Video | Quotes on money | Book Recommendations,GCXbjwg7gqY,2021-06-26T16:00:06Z,6931,119551,6578
Top Creators I learn from | Ankur Warikoo Hindi Video | Online learning,zQ7EIbpm_d0,2021-06-24T16:00:35Z,8211,128294,3052
Basics of Insurance | Ankur Warikoo | The Complete Guide to Buying Insurance - Part 1,kiw-Y11ANWg,2021-06-22T16:00:31Z,7076,212997,712
Why was Bitcoin invented? | Cryptocurrency Investing with Nischal Shetty - Episode 1 | Ankur Warikoo,isx07mGFYW8,2021-06-19T16:00:12Z,7228,160179,1077
My email productivity hacks | Ankur Warikoo | How to be more productive at work,QS8wrTYE4bw,2021-06-17T16:00:22Z,4236,92339,326
Top Income Tax Saving Tips for 2021 | Tax Planning Guide for a Salaried Professional | Ankur Warikoo,DpFXj2evzPY,2021-06-15T16:00:08Z,25095,686439,1648
Top 5 Stock Investing Strategies | When to Buy or Sell? | Stock investing for beginners | Warikoo,rzsvagvZbS0,2021-06-12T16:00:21Z,9930,201225,1152
"Earn 30LPA as a Software Engineer | Ankur Warikoo x Anshuman Singh, Scaler Academy",bKgidJWVT2g,2021-06-10T16:00:15Z,4348,139721,1004
Credit/CIBIL Score explained in Hindi | Applying for a loan? | Ankur Warikoo,YSihe9BEV5Q,2021-06-08T16:00:26Z,5572,136736,440
My Smallcase Investing Strategy in 2021 | Investing for Beginners | Ankur Warikoo Hindi Video,vMLh16fw_Dk,2021-06-05T16:00:27Z,16830,459956,2039
How to raise funds for your startup | Ankur Warikoo | Startup funding in Hindi,2b-H6HWRtBo,2021-06-03T16:00:01Z,6116,112985,1291
How to make money in your 20s | Passive Income Ideas for 2021 | Ankur Warikoo Hindi Video,6AFKmwumdl0,2021-06-01T16:00:03Z,23203,332503,1443
20 Online courses you must check TODAY! | Top Skills for 2021 | Ankur Warikoo Hindi Video,BdO1sPdfxSQ,2021-05-29T16:00:05Z,43977,757757,2245
20 Foreign Tech Stocks to buy in 2021! | Ankur Warikoo Hindi | Stock Market Investing for beginners,xcgzPjH9Vh8,2021-05-27T16:00:38Z,8676,189139,4361
Should you buy US Stocks? | Investing Strategies 2021 | Ankur Warikoo Hindi,FyB5inp5r6M,2021-05-25T16:00:16Z,25451,531272,3845
"PAISA kaise BUDGET, SAVE aur EARN Karein? | Ankur Warikoo | Money Management Tips | 50-30-20 Rule",5uaXq-xDp2g,2021-05-22T16:00:03Z,60534,1532262,5211
How to plan your career | Success Mantra | Ankur Warikoo Hindi Video,8ZRypDjPN8U,2021-05-20T16:00:03Z,11708,176651,1353
20 Books to read in your 20s | Ankur Warikoo Book Recommendations 2021 | Must read books for all,s6fye8WwN_4,2021-05-18T16:00:14Z,48065,853037,19566
Complete Zerodha Kite Tutorial - stock investing| Ankur Warikoo Hindi,HyOdHAFqsfU,2021-05-15T16:00:06Z,46711,1372687,2736
Startup terms you need to know in 2021 | Ankur Warikoo | Startups in Hindi | VC Lingo,Uwk86DUPywI,2021-05-13T16:00:11Z,6981,113803,564
How to listen to Audiobooks? - 3 Steps  | Ankur Warikoo | A beginner's guide,ALxyE0dxcy0,2021-05-11T16:00:03Z,9551,208948,578
Should you Invest in Gold? | Investment Strategy 2021 for Beginners | Ankur Warikoo Hindi,WDypUuRJdJs,2021-05-08T16:06:17Z,15866,382999,2021
Truths behind becoming a SUCCESSFUL Entrepreneur | Owning your Startup in India | Ankur Warikoo,kkNS_1I64c4,2021-05-06T16:00:31Z,5951,95709,536
What is Smallcase? | Ankur Warikoo | How to invest in smallcase | Step-by-step tutorial 2021,E0kTiBHkabQ,2021-05-04T16:00:08Z,37890,967858,2695
CREDIT CARDS use karne ka BEST TAREEKA! | Passive Income Tips | Ankur Warikoo Hindi Video,QxGShmS5hcc,2021-05-01T16:00:14Z,63556,1750168,4579
My MBA Experience | Ankur Warikoo | Should you go for an MBA? | Planning your career,xY8Fs7z7O0o,2021-04-29T16:00:22Z,7392,142122,482
How to Invest in Mutual Funds? | Investing Strategy for Beginners in 2021 | Ankur Warikoo Hindi,ACpQo1a_RBk,2021-04-27T16:00:03Z,34317,941770,2549
All that you SHOULD be doing in the current COVID situation | Ankur Warikoo Hindi | Home remedies!,Xe73QsB-kb4,2021-04-24T07:30:06Z,3792,48161,312
Cryptocurrency and Bitcoin for Beginners | Ankur Warikoo ft. Coinswitch CEO | Best Cryptocurrency?,WacS0fiUnUs,2021-04-22T16:00:14Z,9317,273331,3163
10 Productivity tips and tricks that work | Ankur Warikoo Hindi Video | How to be more productive,U0gvKt7TKic,2021-04-20T16:00:12Z,34360,703858,1990
Best Personal Finance strategies for 2021 | How to manage your money | Ankur Warikoo Hindi,nbrkmJTuGoY,2021-04-17T16:00:18Z,9712,217708,1630
Harsh Truths about Relationships | Ankur Warikoo Hindi Video | All about relationships,jbgvt-IZlW0,2021-04-15T16:00:30Z,11148,177130,713
How to become a better Reader! | How do I read my books? | Ankur Warikoo Book Recommendations,AqrPcMYzmcc,2021-04-13T16:00:04Z,16702,293319,5093
How to Invest in your 30s? | Stock Market Basics For Beginners in 2021 | Ankur Warikoo,tN3ZtnswCWI,2021-04-10T16:00:20Z,6145,129561,1282
Unboxing my YouTube silver play button! #shorts | Ankur Warikoo,c7b_y9aY4d0,2021-04-10T11:51:50Z,4765,102809,353
Is an MBA important to start a business? | Management for entrepreneurs | Ankur Warikoo Hindi Video,nuE623i5HAc,2021-04-08T16:00:18Z,4560,74113,372
My content creation strategy | How I make 60 posts in 1 week! | Ankur Warikoo Hindi,wMGd43HkVJg,2021-04-06T16:00:21Z,6808,123160,709
Earn more than Fixed Deposits | What are Corporate Bonds? | How to Invest in 2021 | Ankur Warikoo,6EAlnT5Eea8,2021-04-03T16:00:02Z,14846,377586,2095
My Investing Strategy for 2021 | Make money for Retirement! | Basics of Stock Market,Luj3L8x4uwo,2021-04-01T16:00:16Z,17571,382549,3446
5 books that are for EVERYONE | Book Recommendations 2021 in Hindi | Ankur Warikoo Hindi,UOm8fJAdMig,2021-03-27T16:00:20Z,22711,520523,10012
Is post-graduation needed to be successful? | Ankur Warikoo Hindi Video | Should you go for an MBA?,i6rigYunmdg,2021-03-25T16:00:24Z,4899,143636,661
Choosing a career | Advice for every 20 year old | #LearningMarathon2021,SdpSt86Ff-g,2021-03-24T14:00:00Z,4443,75907,261
BEST Money Management tips for 2021 | Budget and track your money | Ankur Warikoo HIndi,uYNfT6B2Hqg,2021-03-23T16:00:31Z,11771,320838,1092
10 success Habits that WILL change your LIFE! | Ankur Warikoo Hindi Video | Must Watch for All,oQ5GdQyxRE4,2021-03-20T16:00:34Z,22457,381553,4363
Truths about Startup funding - everything you need to know | Ankur Warikoo Hindi Video,6a3qJ-qJCIE,2021-03-18T16:00:01Z,4810,94051,421
Stock Analysis For beginners | Share Market Investing explained! | Ankur Warikoo Hindi Video,nmjbzn1eKuM,2021-03-16T16:00:17Z,17806,390418,957
Make money on YouTube in 2021 | Passive Income Ideas | Ankur Warikoo Hindi,tNH9DrOmtUI,2021-03-13T16:00:30Z,4072,67730,419
How to deal with toxic people at work | Ankur Warikoo Hindi Video | Surviving office politics,p4YBeXhkmyI,2021-03-11T16:00:12Z,3514,63280,340
Brokerage and Tax on Stocks | Investing for Beginners | Ankur Warikoo,W0_pFrZc8MI,2021-03-09T16:00:09Z,6160,116833,686
How to earn by teaching online | Ankur Warikoo Hindi Video | Make money online,ciWN54s9nmQ,2021-03-06T16:00:18Z,5220,116616,463
Time management tips for students and working professionals! | Ankur Warikoo Hindi Video,op_jwGT6Bvc,2021-03-04T16:00:16Z,42966,774400,5112
Mutual Funds for Beginners 2021 | How to Invest in Mutual Funds? | Ankur Warikoo,4CbX0WsHIKk,2021-03-02T16:00:01Z,7732,157294,779
One of the MOST important things for a Startup Founder | Ankur Warikoo | Startups in Hindi,m_557UrDLRY,2021-02-27T16:00:20Z,4922,77902,434
5 reasons to do an MBA in 2021 | Answering your questions | Ankur Warikoo Hindi,39k7n0UZBHs,2021-02-25T16:00:01Z,21560,430594,1430
THESE Mistakes cost me Money! | Money Management tips 2021 | Ankur Warikoo Hindi,EQt-ePFZRPo,2021-02-23T16:00:03Z,22363,427851,1413
What are the startup ideas of the future | Covid Proof Businesses | Startup ideas for 2021,3p8G1SrW6Hk,2021-02-20T16:00:04Z,18023,580798,2661
How to earn money online in 2021? Top 10 Passive Income tips for students | Ankur Warikoo Hindi,dY8Rlm0K8Eo,2021-02-18T16:00:25Z,32176,743674,1634
5 ways to make money while you sleep | Advice for every 20 year old | Ankur Warikoo Hindi,sn5yeZrll5g,2021-02-16T16:00:14Z,38121,793519,1537
3 unusual books for Leaders | Ankur Warikoo Hindi video |  Book Recommendations,QEK8CgKpfAI,2021-02-13T16:00:06Z,6877,122970,3016
3 tips to get an Internship in 2021 | Ankur Warikoo Hindi Video | Off-Campus Internships Strategy,fkg6-CVyQ3Y,2021-02-11T16:00:25Z,17103,274097,498
Basics of Stock Market | Investing vs Trading  | Investment strategy 2021 | Ankur Warikoo Hindi,jwsr3kXru7g,2021-02-09T16:00:12Z,19769,372143,1789
Getting a job at your dream startup! | Ankur Warikoo Hindi Video | 5 MUST KNOW Tips,1Cxj4uqNlg8,2021-02-06T16:00:00Z,3030,57928,474
Resume Tips for Jobs and Internships | Career Advice Hindi Video | Ankur Warikoo,dQ7Q8ZdnuN0,2021-02-04T16:00:30Z,22246,539352,2110
Should You BUY a new car? | Leasing or Renting a Car | COMPARE COSTS! | Ankur Warikoo Hindi,JIRNNUANSYY,2021-02-02T16:00:18Z,27020,767694,2837
Raising funds in a startup EXPLAINED | Ankur Warikoo Startups | Business Hindi video,93LLYkn8wls,2021-01-30T16:00:02Z,13779,327046,1186
Online Degrees in India in 2021 | Ankur Warikoo Hindi Video | Internet courses explained!,x9Yk06_l3S8,2021-01-28T16:00:13Z,4957,100514,368
What is the reality of Bitcoin? | Best Cryptocurrency? | Investing for Beginners | Ankur Warikoo,e0frvHLHMGI,2021-01-26T16:00:24Z,12748,310653,4622
Billion dollar startups in India | My favourite Indian Startups in Hindi | Ankur Warikoo,US4aKF1BseA,2021-01-23T16:00:16Z,5584,130040,2685
What job is right for you? | Find work you love | Ankur Warikoo Hindi video,feXm7H2ILuI,2021-01-21T16:00:14Z,4656,61175,426
AAPKE 20s ke liye COMPLETE FINANCIAL PLANNING! | Investing for Beginners 2021 | Ankur Warikoo Hindi,yNaN5kYTNLY,2021-01-19T16:00:13Z,136059,2951361,13741
5 tips to crack Job Interviews | Ankur Warikoo Hindi Video | Online Interview tips 2021,jzCSvpX19wQ,2021-01-16T16:00:29Z,4508,87349,214
Why being Laid off from Work or Studying can be a bliss | Ultimate Career Advice | Ankur Warikoo,dqAe0x4pRTg,2021-01-14T16:00:10Z,2792,42166,490
What is the difference between CTC and Net Salary and Gross Salary? | Ankur Warikoo Hindi Video,7F7VGCfsasE,2021-01-12T16:00:05Z,27779,584718,1276
ESOP - Employee Stock Option Plan EXPLAINED in Hindi | Ankur Warikoo Startups | Startup Video,XKhizGVv80s,2021-01-09T16:00:20Z,9884,276572,914
Best books I've read | Book Recommendation in Hindi | Ankur Warikoo books,eqxx2lwgarc,2021-01-07T16:00:09Z,26161,511145,1685
How to Buy and Choose a Life Insurance? | Insurance explained in Hindi | Ankur Warikoo,I3YGFeyxr98,2021-01-05T16:00:04Z,11335,312370,1073
Ghar BUY ya RENT karein? | Financial Advice for every 20 year old | Ankur Warikoo Hindi,cpw4Cg3Gpx8,2021-01-02T16:00:08Z,56987,1262469,7279
Setting Smart Goals and building Good Habits! | Ankur Warikoo Hindi | New Year Resolution 2021,DQdJ0vXPrGQ,2020-12-29T16:00:04Z,2349,33718,1585
Startup or Corporate? | Which one is right for you? | Ankur Warikoo Startups | Hindi,9AoAJNENV7Y,2020-12-26T16:00:05Z,10039,188387,643
Stock Market for Beginners | Investing Strategies 2021 | Ankur Warikoo Hindi,hIYSxqrraWA,2020-12-22T16:00:24Z,31599,599388,2099
How to test your startup idea? | Business Ideas for 2021 | Ankur Warikoo Hindi,PLbgVSd-Nxc,2020-12-19T16:00:13Z,19069,323262,1383
Difference between good company and bad company | Choosing the right friends | Ankur Warikoo,0ayzJbMnBHI,2020-12-17T16:00:02Z,5570,81561,420
THE BIGGEST Investing mistake you must avoid | Why people LOSE money! | Ankur Warikoo Hindi,HWo6aisQ_6w,2020-12-15T16:00:06Z,5150,93079,488
How to start a successful Business | Covid Proof Businesses | Ankur Warikoo Hindi | Startup ideas!,QNXTu53lLZA,2020-12-12T16:00:18Z,6216,118804,393
The art of asking | Ankur Warikoo हिन्दी वीडियो | Professional growth,JCqZTE7E9tY,2020-12-10T16:00:04Z,1648,22180,126
Stock Market for Beginners | Investing in the Share Market | Ankur Warikoo Hindi,POdzdc-WNOY,2020-12-08T16:00:06Z,5080,107712,374
Top 5 learnings from Rework by Jason Fried | Rework Summary in Hindi | Ankur Warikoo Books,5A4lXiG8FJw,2020-12-05T16:00:01Z,11882,226515,594
If You Feel You Are Letting your Parents Down - WATCH THIS | Ankur Warikoo Hindi videos,CBu2tcz30Bg,2020-12-03T16:00:06Z,1906,19560,122
